CATCHID,SINUOSITY.x,STRM_DENS.x,ELEVCM_MEA.x,SLP_PERC.x,MEAN_RCHRG.x,MEAN_IEOF.x,RF30_MEAN.x,NHDAREAWTMAP.x,NHDAREAWTMAT.x,NHDMAXELEVSMO.x,NHDMINELEVSMO.x,NHDSLOPE.x,L_POPDENS,SO.x,OrgMatter_WA.x,CaCO3_WA.x,SurfText_Maj.x,NLCD_CN.x,DENS_RD_XING.x,DENS_FishBarrier.x,DENS_L_TRI.x,StorageRatio.x,BFI_MEAN.y,SINUOSITY.y,STRM_DENS.y,ELEVCM_MEA.y,SLP_PERC.y,MEAN_RCHRG.y,MEAN_IEOF.y,SATOF_MEAN.y,NHDAREAWTMAP.y,NHDAREAWTMAT.y,NHDMAXELEVSMO.y,NHDSLOPE.y,N_POPDENSC,Silt_WA.y,OrgMatter_WA.y,KfactWS_WA.y,EC_WA.y,Dep2WatTbl_WA.y,CaCO3_WA.y,SurfText_Maj.y,NLCD_CN.y,DENS_RD_XING.y,DENS_DamCount.y,DENS_L_TRI.y,DENS_L_NPDES.y,DENS_L_CERC.y,StorageRatio.y,NHDCUMDRAINAG.x,PCT_ADRAIN.x,PCT_ADRAIN.y,Dom_SGEOL.x,Dom_SGEOL.y,sedrisk.x,PCT_IRRIG.x,PCT_IRRIG.y,basf_PC.x,frccMN.x,is_PC.x,prcp_PC.x,runo_PC.x,snwe_PC.x,fireMN.x,TotalUse,tave_PC.x,tmax_PC.x,tmin_PC.x,Pct2006NatLC.x,Pct2006AgrLC.x,ARAPct2006NatLC.x,Pct2006NatLC.y,Pct2006UrbLC.y,Pct2006AgrLC.y,ARAPct2006NatLC.y,ARAPct2006AgrLC.y,L_ROADDENS,N_ROADDENS,Ksat_WA,WQRegion,PSARegion,LgFldFlow_p.x,SmFldDur_p.x,SmFldDate_p.x,SmFldFreq.x,HiFall_p.x,CRAM_Overall_Score.x,CSCI.x,N_SUMMER,pH_SUMMER.x,SpecCond_SUMMER.x,TEMP_SUMMER.x,TURB_SUMMER.x,PHAB.MMI.Score
8270569,1.03564,0.000718926,368.33,23.08,155.3,2.93,1142.59,1125.79372,143.64083,287.22,269.53,0.01749,1.7901,2,1.547501345,0,loam,80.10083492,0.711675087,0,0,0,30.7320252,1.297325492,0.000696458,501.751564,28.54233138,154.1925686,4.246395511,4.978584687,1128.312869,143.5562304,772.32,0.081244842,1.734,31.65015477,1.441846322,0.32,0.704615805,201,0,loam,73.10335501,0.536135142,0,0,0,0,0,11.196,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,21.64835713,0,0,62.92003504,1.781690141,0,37.15581881,0.34518402,0,1.235931898,0.000829924,0.009102184,0.009702784,0.00845416,0.897880539,0,0.501718213,0.962183436,0.037816565,0,0.883082373,0,2936.89,9355.46,4.714314785,North Coast,North Coast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270571,1.15523,0.001309347,536.9,30.14,158.7,7.33,1164.35,1191.62,143.0999,642.82,254.12,0.13207,1.2543,1,1.56,0,loam,79.68145483,0.889689689,0,0,0,30.63,1.15523,0.001309347,536.9,30.14,158.7,7.33,4.56,1191.62,143.0999,642.82,0.13207,1.254,32.3,1.56,0.32,1,201,0,loam,79.68145483,0.889689689,0,0,0,0,0,2.247,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,31.99239605,0,0,62.5702171,2.030701754,0,37.06396817,1.148529348,0,1.228228938,0.001345103,0.009104477,0.009637312,0.008528491,0.983613109,0,0.965397924,0.983613109,0.016386891,0,0.965397924,0,953.15,953.15,4.1838,North Coast,North Coast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270573,1.07205,0.000419218,422.45,26.84,155.8,5.15,1145.23,1138.07856,143.70816,262.29,254.12,0.00793,1.8369,2,1.473821294,0,loam,80.13369963,0,0.407382405,0,0,30.78560699,1.198498425,0.00075088,479.4194565,29.56193805,154.835733,4.238382721,4.888646852,1135.168394,143.7094042,772.32,0.082303092,1.551,31.52836162,1.419702113,0.32,0.649255283,201,0,loam,72.95864903,0.34124311,0,0,0,0,0,20.518,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,27.70821037,0,0,62.67417141,1.776649746,0,37.20573237,0.235484242,0,1.232507649,0.005911959,0.009101759,0.00965339,0.008505511,0.912087912,0,0.565656566,0.959398233,0.040601766,0,0.887009472,0,3634.2,17151.89,7.841719831,North Coast,North Coast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270575,1.1127,0.002048428,311.31,23.29,155.5,2,1116.12,1133.63261,143.57883,269.53,262.29,0.01025,3.1932,2,1.460228791,0,loam,79.22365039,0,0,0,0,30.75093793,1.230705297,0.000818007,501.1142381,28.42844355,154.6155207,4.584463161,4.888300846,1135.953815,143.5047677,772.32,0.090296169,1.52,31.79349645,1.467908445,0.32,0.769771113,201,0,loam,74.71839661,0.407167724,0,0,0,0,0,14.741,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,9.240249154,0,0,62.84139369,2.363636364,0,37.30952425,1.165068488,0,1.233409296,0,0.009099682,0.009686038,0.008466476,0.755784061,0,0.539325843,0.963244712,0.036755287,0,0.897941682,0,993.76,11498.91,8.418663774,North Coast,North Coast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270577,1.0719,0.001045146,479.09,28.97,166.5,6.11,1138.12,1191.64,143.1,638.87,243.87,0.12328,1.1348,1,1.56,0,loam,80.2883094,0.977917868,0.325972623,0,0,31.05,1.0719,0.001045146,479.09,28.97,166.5,6.11,4.96,1191.64,143.1,638.87,0.12328,1.135,32.3,1.56,0.32,1,201,0,loam,80.2883094,0.977917868,0,0,0,0,0,3.065,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,39.5484763,0,0,62.03731595,1.51465798,0,37.25101889,0.182066785,0,1.21336282,0,0.009100527,0.009627058,0.008530867,0.946674479,0,0.891077636,0.946674479,0.05332552,0,0.891077636,0,4436.2,4436.2,4.1838,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270579,1.05708,0.000313526,395.64,28.8,161.7,6.22,1130,1146.87946,143.65523,254.12,243.87,0.00502,2.0842,2,1.413102568,0,loam,79.63088643,0.307379647,0.614759294,0,0,30.90801959,1.178095542,0.000696545,465.2091204,29.43694868,156.6585504,4.916379616,4.868151538,1142.107795,143.6505464,772.32,0.081750278,1.647,31.57955948,1.429010816,0.32,0.672527039,201,0,loam,74.95833173,0.375839388,0,0,0,0,0,29.274,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,23.07905819,0,0,62.40422781,1.855555556,0,37.39354563,2.000949452,0,1.221642538,0.002221464,0.009098579,0.009606267,0.008548468,0.927562326,0,0.597791799,0.954180577,0.045819423,0,0.867565291,0,10083.92,28188.96,10.41897168,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270581,1.63489,0.000712516,412.74,33.56,155.7,2.01,1094.37,1115.99,144,418.08,287.22,0.04841,2.3333,1,1.216154209,0,gravelly loam,60.0307984,0.790619665,0.263539888,0,0,31,1.63489,0.000712516,412.74,33.56,155.7,2.01,5,1115.99,144,418.08,0.04841,2.333,30.40884815,1.216154209,0.32,0.140385523,201,0,gravelly loam,60.0307984,0.790619665,0,0,0,0,0,3.793,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,16.85665979,0,0,63.16070127,2.05511811,0,37.27492203,0.702598232,0,1.233646302,0,0.009099932,0.009755534,0.008393664,0.952617864,0,0.864759428,0.952617864,0.047382137,0,0.864759428,0,2987.95,2987.95,18.77859247,North Coast,North Coast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270583,1,0.001309405,298.57,30.1,165.2,6,1116,1151.0627,143.60409,243.87,243.31,0.00691,3,2,1.419618359,0,loam,79.12121213,0,0,0,0,30.92349882,1.163113231,0.000730697,466.2131282,29.39396608,157.6064024,5.031428674,4.877094791,1146.814947,143.5983256,772.32,0.087115004,1.601,31.6476856,1.441397383,0.32,0.703493457,201,0,loam,75.47081117,0.432153229,0,0,0,0,0,32.401,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,12.29207828,0,0,62.12843838,1.285714286,0,37.59249266,3.333316232,0,1.214826039,0,0.00909428,0.009589681,0.008556649,0.772727273,0,0.500000001,0.95313174,0.046868261,0,0.869030179,0,107.48,32732.64,10.14240404,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270585,1.07589,0.000754013,340.95,30.37,205.1,5.82,914.48,1028.75323,144.08312,277.75,166.49,0.05308,1.022,2,1.56,0,loam,78.88005173,0,0,0,0,32,1.101864822,0.000753847,379.7853603,26.82293306,201.7596192,5.463639715,3.928614665,1037.025331,143.7300011,471.14,0.08565978,1.012,32.3,1.56,0.32,1,201,0,loam,79.33321772,0.169551069,0,0,0,0,0,5.898,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,30.80988717,0,0,59.50044486,1.769503546,0,38.10472177,1.048158249,0,1.170270379,0,0.009077738,0.009694002,0.008410804,0.968315551,0,0.856037151,0.941356135,0.058643865,0,0.889543446,0,2556.87,8736.49,4.1838,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270587,1.18858,0.001130006,421.01,21.54,232.9,7,957.14,1021.424,146.5342,522.47,116.8,0.12821,1.2485,1,2.07,0,loam,60.23642788,0.713270717,0.356635359,0,0,32.02,1.18858,0.001130006,421.01,21.54,232.9,7,4,1021.424,146.5342,522.47,0.12821,1.249,34.5,2.07,0.32,0,201,0,loam,60.23642788,0.713270717,0,0,0,0,0,2.8,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,20.70402228,0.004944992,0.004944992,56.95024044,1.762962963,0,38.57448254,0.904798497,0,1.133486894,0.016326006,0.009063806,0.009771068,0.00829937,0.995502729,0,0.985792349,0.995502729,0.004497269,0,0.985792349,0,4252.75,4252.75,6.9661,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270589,1.17106,0.000904687,444.91,26.33,175.4,6,1061.96,1113.869,143.9831,538.81,235.62,0.10641,1.5302,1,1.558717933,0,loam,81.56276687,0.317051273,0.317051273,0,0,31.7,1.17106,0.000904687,444.91,26.33,175.4,6,5,1113.869,143.9831,538.81,0.10641,1.53,32.29294863,1.558717933,0.32,0.996794832,201,0,loam,81.56276687,0.317051273,0,0,0,0,0,3.149,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,35.96520902,0,0,61.53080252,1.348101266,0,37.4724582,0.727433792,0,1.203287804,0.003532387,0.009095226,0.009635887,0.008510054,0.983774552,0,0.968122787,0.983774552,0.016225448,0,0.968122787,0,831.06,831.06,4.238218308,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270591,1.04114,0.000815596,304.56,29.77,167.4,6,1094.34,1148.53394,143.66082,243.31,235.62,0.00528,2.2172,2,1.344272642,0,gravelly loam,61.74049671,0,0.561895412,0,0,30.96862176,1.156045977,0.000735118,457.7950611,29.413548,158.1164029,5.081866909,4.883495065,1146.904463,143.60158,772.32,0.0823734,1.633,31.61986793,1.436339623,0.32,0.690849059,201,0,loam,74.7558067,0.409648902,0,0,0,0,0,34.187,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,21.86161943,0,0,61.88008652,1.622857143,0,37.65410523,3.217406467,0,1.210757596,0.003922577,0.009092307,0.009599419,0.008542102,0.894069945,0,0.63902439,0.950056103,0.049943896,0,0.855997789,0,2448.91,35181.55,13.34050949,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270593,1.02405,0.000923223,202.28,26.48,237,7,957,1098.4644,143.18418,116.8,114.45,0.00329,1.0978,5,1.988657092,0,loam,63.99182244,0,0,0,0,34.89210887,1.170479484,0.000910671,466.7841206,28.85630105,197.9653039,7.182786199,4.898091686,1133.753828,142.1192566,1083.21,0.072711297,19.469,33.7502079,1.632561984,0.280323273,0.40647488,176.3601938,0,loam,68.51915972,0.516734888,0.008731311,0.005556289,0.000793756,0.000793756,0.359842122,1259.833,0,0.001249396,PCT_SGEOL_45.x,PCT_SGEOL_45.y,26.90129263,0,0.019919902,57.72842678,1.282051282,0.000318935,38.58012,0.299657429,0,1.147588868,0.037308909,0.009064239,0.009745778,0.008326884,0.885514019,0,0.56372549,0.880687677,0.066899826,0.052412499,0.796854422,0.110279108,3627.23,2108878.93,6.522334561,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270595,1.22227,0.000681641,291.37,36.5,218.5,6.14,947.87,1054.57726,144.31469,165.6,114.45,0.01241,2.5482,3,1.565974154,0,loam,79.10727056,0,0,0,0,31.412362,1.158164423,0.000712417,476.9413367,31.63162415,191.6143525,6.678119714,4.413812165,1080.28687,143.9029116,902.51,0.070508678,1.469,32.18028961,1.615603911,0.312820324,0.943999093,194.239138,0,loam,79.27875502,0.198167209,0,0,0,0,0,40.375,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,37.17663969,0,0,58.64183329,1.824212272,0,38.29161137,0.469929733,0,1.157884716,0,0.00907236,0.009722256,0.008369344,0.994338498,0,0.984361425,0.975751232,0.024248763,0,0.965356029,0,862.22,29379.83,4.216391936,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,90,1.085896592,NA,NA,NA,NA,NA,NA
8270597,1.31162,0.000993377,717.64,26.6,230.9,5.59,1346.14,1109.118,147.3154,762.66,314.2,0.10383,1.5655,1,2.07,0,loam,59.30867769,0,0,0,0,30.79,1.31162,0.000993377,717.64,26.6,230.9,5.59,4,1109.118,147.3154,762.66,0.10383,1.566,34.5,2.07,0.32,0,201,0,loam,59.30867769,0,0,0,0,0,0,4.348,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,30.55032654,0,0,55.98197038,2.081018519,0,38.1508551,1.801890105,0,1.115739997,0,0.009067494,0.009755856,0.008323996,1,0,1.000000001,1,0,0,1.000000001,0,3445.31,3445.31,6.9661,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270599,1.08651,0.000503979,406.56,21.7,197.1,5.17,998.66,1050.02,143.2,354.3,277.75,0.06531,1.0035,1,1.56,0,loam,80.27469973,0.430135083,0,0,0,32,1.08651,0.000503979,406.56,21.7,197.1,5.17,3.34,1050.02,143.2,354.3,0.06531,1.004,32.3,1.56,0.32,1,201,0,loam,80.27469973,0.430135083,0,0,0,0,0,2.325,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,19.77027353,0,0,59.86663528,1.472103004,0,38.29307562,3.108558294,0,1.180182209,0.001381434,0.009073294,0.009662867,0.008433893,0.891902364,0,0.842271293,0.891902364,0.108097636,0,0.842271293,0,5964.87,5964.87,4.1838,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270601,1.16315,0.001490904,438.11,29.4,203.7,5.07,994.31,1027.923,144.0456,471.14,277.75,0.16361,1,1,1.56,0,loam,78.15675057,0,0,0,0,32,1.16315,0.001490904,438.11,29.4,203.7,5.07,3.15,1027.923,144.0456,471.14,0.16361,1,32.3,1.56,0.32,1,201,0,loam,78.15675057,0,0,0,0,0,0,0.793,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,29.55638011,0,0,59.40896922,1.794871795,0,38.355148,2.464115473,0,1.1732591,0,0.009071105,0.009681935,0.008409052,0.991990847,0,0.982278481,0.991990847,0.008009153,0,0.982278481,0,214.75,214.75,4.1838,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270603,1.16934,0.000339408,375.39,23.61,183.2,6,1058.2,1133.10677,143.68913,235.62,225.15,0.00514,1.8622,2,1.506862542,0,loam,81.93196463,0,0.499962879,0,0,31.16191766,1.158372944,0.000692663,445.4455125,28.38540443,162.8481309,5.275844186,4.908109481,1142.589029,143.6414755,772.32,0.079415883,1.657,31.75877654,1.455013885,0.319116171,0.73698232,201,0,loam,76.24506491,0.346179542,0,0,0,0,0,43.334,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,25.1497503,0,0,60.92615449,1.196917808,0,37.82480029,2.234521511,0,1.193846814,0.001794322,0.009086388,0.00964055,0.008485914,0.886857485,0,0.805996473,0.943758643,0.056241358,0,0.863699423,0,9112.43,45125.04,5.939001576,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270605,1.02021,0.033829221,227.14,4.37,181,5.5,1059,1127.56292,143.65671,225.15,225.15,0,3,2,1.23,0,gravelly loam,84,0,0,0,0,31.21789926,1.156347713,0.000707158,439.5243284,28.27445246,164.4876389,5.271468152,4.808752207,1136.413069,143.6122546,772.32,0.07996533,1.677,31.8064448,1.460800771,0.318729427,0.751207821,201,0,loam,76.44720208,0.366129793,0,0,0,0,0,46.433,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,1.647981529,0,0,60.94418255,NA,0,38.07717683,4.236867994,0,1.196372271,0,0.009080664,0.00961896,0.008496244,1,0,1,0.946467743,0.053532255,0,0.872616161,0,0,49657.86,8.785,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270607,1.00303,0.002702312,258.71,22.92,178.1,5.93,1059,1050.825,143.2913,234.98,225.15,0.04388,3,1,1.23,0,gravelly loam,81.76666666,0,0,0,0,32,1.00303,0.002702312,258.71,22.92,178.1,5.93,4.87,1050.825,143.2913,234.98,0.04388,3,35.4,1.23,0.2,0.1,201,0,gravelly loam,81.76666666,0,0,0,0,0,0,0.083,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,10.72656097,0,0,61.04576988,1.75,0,38.0379779,4.199993077,0,1.197793338,0,0.009081784,0.009616066,0.008501661,0.677777778,0,0.6875,0.677777778,0.322222222,0,0.6875,0,0,0,8.785,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270609,1.08717,0.000698192,425.29,36.6,155.1,2.03,1119.03,1129.535,144.6179,433.33,262.29,0.07375,1.4763,1,1.165921115,0,gravelly loam,59.85320356,0.300969438,0,0,0,31.01,1.08717,0.000698192,425.29,36.6,155.1,2.03,5,1129.535,144.6179,433.33,0.07375,1.476,30.13256613,1.165921115,0.32,0.014802787,201,0,gravelly loam,59.85320356,0.300969438,0,0,0,0,0,3.322,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,28.34811758,0,0,62.78289527,2.114583333,0,37.52938137,3.197261272,0,1.229553448,0,0.009095838,0.009671143,0.008473902,0.97729116,0,0.976525822,0.97729116,0.02270884,0,0.976525822,0,2018.78,2018.78,20.91077384,North Coast,North Coast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270611,1.03284,0.001104204,273.85,32.27,177.9,5.13,1059,1126.60656,143.65672,225.15,218.1,0.01207,2.119,2,1.250188555,0,gravelly loam,80.20373514,0,0,0,0,31.22806695,1.153182964,0.000715114,437.3440088,28.31004805,164.6623559,5.271027798,4.791320238,1136.153076,143.6121938,772.32,0.078546491,1.684,31.85102883,1.45802741,0.31726849,0.743361332,201,0,loam,76.49877164,0.361369926,0,0,0,0,0,47.045,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,25.06623365,0,0,60.98674099,1.571428571,0,38.12175445,4.681589109,0,1.197221089,0.00171894,0.009079733,0.009612857,0.008500572,0.957555178,0,0.878640776,0.946122697,0.053877304,0,0.871831708,0,0,49657.86,8.503510363,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270613,1.11691,0.000724801,352.18,34.17,168.4,5.78,1097.45,1068.53,145.3,387.64,221.79,0.09152,1.8967,1,1.179793125,0,gravelly loam,60.89365537,0,0,0,0,32,1.11691,0.000724801,352.18,34.17,168.4,5.78,4.56,1068.53,145.3,387.64,0.09152,1.897,31.59862234,1.179793125,0.286068928,0.028275893,201,0,gravelly loam,60.89365537,0,0,0,0,0,0,2.499,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,34.6409975,0,0,61.7157089,1.786290323,0,37.91909649,5.027015475,0,1.208129701,0,0.009086613,0.009587926,0.008541802,0.98630137,0,1,0.98630137,0.01369863,0,1,0,0,0,17.66236443,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270615,1.1169,0.001271325,387.79,47.74,163.4,5.64,1121.71,1068.53,145.3,414.29,221.79,0.08924,2.1363,1,1.187994093,0,gravelly loam,58.44467972,0,0,0,0,32,1.1169,0.001271325,387.79,47.74,163.4,5.64,4.28,1068.53,145.3,414.29,0.08924,2.136,32.21955277,1.187994093,0.272010126,0.039991562,201,0,gravelly loam,58.44467972,0,0,0,0,0,0,1.696,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,49.3900075,0,0,62.17916384,1.462427746,0,37.89246421,5.960913816,0,1.214762598,0,0.00908953,0.009572287,0.008564582,0.999999999,0,1.000000001,0.999999999,0,0,1.000000001,0,0,0,16.21230441,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270617,1.10768,0.000556831,318.5,41.72,177,5.05,1059,1123.17627,143.68813,218.1,217.91,0.00013,1.8685,2,1.371454132,0,gravelly loam,79.61160556,0,0,0,0,31.26748543,1.151352616,0.000707031,431.2752828,28.99482236,165.2923732,5.259741094,4.704442939,1135.49042,143.6160714,772.32,0.075392204,1.694,31.96440047,1.453606577,0.313906874,0.730208239,201,0,loam,76.65772737,0.342916703,0,0,0,0,0,49.578,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,39.43452868,0,0,61.10242117,1.931174089,0,38.23957559,5.482914612,0,1.197670679,0.001492337,0.009079333,0.009625866,0.008485972,0.97970808,0,0.852631579,0.947837721,0.052162279,0,0.871111111,0,0,49657.86,6.812700747,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270619,1.11013,0.002448986,272.24,44.28,165.2,5,1136,1068.53,145.3,221.79,207.08,0.0206,1.213,2,1.23,0,gravelly loam,78.63354037,0,0,0,0,32,1.115871672,0.001042811,360.5146,39.95962204,166.3005833,5.676743768,4.353487537,1068.53,145.3,414.29,0.079656912,1.943,32.07861041,1.18613259,0.275201274,0.037332272,201,0,gravelly loam,61.10905904,0,0,0,0,0,0,4.487,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,31.26624394,0,0,62.02400323,2.076923077,0,38.1622966,6.805283428,0,1.208123881,0,0.009087269,0.009620586,0.008508668,0.999999999,0,1.000000001,0.992370863,0.007629137,0,1,0,0,0,8.785,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270621,1.19756,0.000756691,309.94,38.26,167.9,5,1119.7,1120.11494,143.80019,217.91,207.08,0.00863,1.7085,2,1.23,0,gravelly loam,78.92857142,0,0,0,0,31.31238384,1.156213232,0.000720809,426.0627003,29.73707042,165.6014783,5.243820642,4.599971592,1133.166231,143.6780118,772.32,0.074067579,1.672,32.16292651,1.441184109,0.307391725,0.695080101,201,0,loam,76.78265502,0.321898123,0,0,0,0,0,52.813,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,33.44157564,0,0,61.87570476,1.629411765,0,38.23697527,6.817885228,0,1.20550272,0.006782646,0.009085694,0.009634365,0.008490738,0.975108225,0,0.876344086,0.950252368,0.049747632,0,0.877170651,0,0,49657.86,8.785,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270623,1.22356,0.00111622,384.45,44.1,172.9,5,1059.48,1073.832,145.4969,383.9,217.91,0.09431,0.9543,1,1.272980291,0,gravelly loam,78.45091324,0,0,0,0,32,1.22356,0.00111622,384.45,44.1,172.9,5,3,1073.832,145.4969,383.9,0.09431,0.954,34.99624575,1.272980291,0.215629197,0.217218976,201,0,gravelly loam,78.45091324,0,0,0,0,0,0,1.577,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,32.61117642,0,0,61.53045584,2.01910828,0,38.36789507,6.69898243,0,1.200284985,0,0.009082145,0.00965626,0.008460006,0.999999999,0,1.000000001,0.999999999,0,0,1.000000001,0,0,0,8.185724498,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270625,1.26956,0.000487632,357.6,30.09,210.3,5.48,1019.61,1055.473,146.5325,369.07,104.78,0.04025,2.479,1,1.578562898,0,loam,79.48498026,0.371615298,0.07432306,0,0,32.32,1.26956,0.000487632,357.6,30.09,210.3,5.48,3.24,1055.473,146.5325,369.07,0.04025,2.479,32.38007525,1.578562898,0.32,0.963602161,201,0,loam,79.48498026,0.371615298,0,0,0,0,0,13.464,0.003171745,0.003171745,PCT_SGEOL_45.x,PCT_SGEOL_45.y,27.93498554,0.003440673,0.003440673,59.22351477,1.833081571,0.120558951,38.93545665,4.842516732,0,1.17212342,0.043261332,0.009061961,0.00973404,0.008334472,0.930019403,0.007560045,0.847295356,0.930019403,0.062420552,0.007560045,0.847295356,0.038774533,16318.26,16318.26,4.285069708,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270627,1.09952,0.001597694,676.7,30.79,226.1,5.8,1379.41,1180.29,148.2,638.18,236.99,0.24095,2.2444,1,2.07,0,loam,58.96296297,0,0,0,0,30.44,1.09952,0.001597694,676.7,30.79,226.1,5.8,3.99,1180.29,148.2,638.18,0.24095,2.244,34.5,2.07,0.32,0,201,0,loam,58.96296297,0,0,0,0,0,0,1.042,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,52.55994825,0,0,56.25572121,1.98019802,0.051325856,38.64703889,1.22072559,0,1.116811956,0,0.009059796,0.009773741,0.00828868,1.000000001,0,1,1.000000001,0,0,1,0,2411.83,2411.83,6.9661,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8270629,1.12622,0.001080694,511.21,35.91,227.3,5.31,1247.76,1253.28105,147.09993,520.39,236.99,0.20242,2.1341,1,2.07,0,loam,59.46768589,0,0.773181704,0,0,30.30102882,1.766136304,0.000775471,705.8027775,25.76469098,227.3,6.024689786,3.375007552,1266.320401,146.9034067,762.11,0.093379031,1.793,34.78978155,1.799537225,0.281362461,0.03219795,201,0,loam,58.28871137,0.552105822,0,0,0,0,0,7.25,0,0,PCT_SGEOL_45.x,PCT_SGEOL_45.y,51.97807396,0,0,56.89323579,2.039370079,0.42267894,38.96698488,3.02551464,0,1.122019956,0,0.009058298,0.009805256,0.008252329,0.999999999,0,1,0.964229369,0.035770633,0,0.960479041,0,202.59,26063.79,6.9661,North Coast,Coastal Chaparral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
