"","CATCHID","SINUOSITY.x","STRM_DENS.x","ELEVCM_MEA.x","SLP_PERC.x","MEAN_RCHRG.x","MEAN_IEOF.x","RF30_MEAN.x","NHDAREAWTMAP.x","NHDAREAWTMAT.x","NHDMAXELEVSMO.x","NHDMINELEVSMO.x","NHDSLOPE.x","L_POPDENS","SO.x","OrgMatter_WA.x","CaCO3_WA.x","SurfText_Maj.x","NLCD_CN.x","DENS_RD_XING.x","DENS_FishBarrier.x","DENS_L_TRI.x","StorageRatio.x","BFI_MEAN.y","SINUOSITY.y","STRM_DENS.y","ELEVCM_MEA.y","SLP_PERC.y","MEAN_RCHRG.y","MEAN_IEOF.y","SATOF_MEAN.y","NHDAREAWTMAP.y","NHDAREAWTMAT.y","NHDMAXELEVSMO.y","NHDSLOPE.y","N_POPDENSC","Silt_WA.y","OrgMatter_WA.y","KfactWS_WA.y","EC_WA.y","Dep2WatTbl_WA.y","CaCO3_WA.y","SurfText_Maj.y","NLCD_CN.y","DENS_RD_XING.y","DENS_DamCount.y","DENS_L_TRI.y","DENS_L_NPDES.y","DENS_L_CERC.y","StorageRatio.y","NHDCUMDRAINAG.x","PCT_ADRAIN.x","PCT_ADRAIN.y","Dom_SGEOL.x","Dom_SGEOL.y","sedrisk.x","PCT_IRRIG.x","PCT_IRRIG.y","basf_PC.x","frccMN.x","is_PC.x","prcp_PC.x","runo_PC.x","snwe_PC.x","fireMN.x","TotalUse","tave_PC.x","tmax_PC.x","tmin_PC.x","Pct2006NatLC.x","Pct2006AgrLC.x","ARAPct2006NatLC.x","Pct2006NatLC.y","Pct2006UrbLC.y","Pct2006AgrLC.y","ARAPct2006NatLC.y","ARAPct2006AgrLC.y","L_ROADDENS","N_ROADDENS","Ksat_WA","WQRegion","PSARegion","LgFldFlow_p.x","SmFldDur_p.x","SmFldDate_p.x","SmFldFreq.x","HiFall_p.x","CRAM_Overall_Score.x","CSCI.x","N_SUMMER","pH_SUMMER.x","SpecCond_SUMMER.x","TEMP_SUMMER.x","TURB_SUMMER.x","PHAB.MMI.Score"
"1419",8272547,1.04886,0.001121639,556.27,36.69,141.9,1.02,1415,1202.285,138.2902,585.78,321.46,0.14799,2.4562,1,2.73565068,0,"gravelly loam",59.26723164,0,0,0,0,29.5,1.04886,0.001121639,556.27,36.69,141.9,1.02,2.01,1202.285,138.2902,585.78,0.14799,2.456,29.47114757,2.73565068,0.280558041,0.098093218,201,0,"gravelly loam",59.26723164,0,0,0,0,0,0,1.592,6.8e-05,6.8e-05,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",27.01856771,0.001694801,0.001694801,53.37844196,1.805031447,1.227105842,44.16519624,29.04238267,0,1.053037184,0.000375152,0.009060625,0.009753649,0.008321427,0.988135594,0,1,0.988135594,0.011864407,0,1,0,490,490,17.25941135,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420",8272549,1.01299,0.001370099,415.29,41.37,144,1.34,1415,1214.54657,137.85924,321.46,302.83,0.03938,4.6328,2,2.629307668,0,"silt loam",78.39528795,0,0,0,0,29.74419292,1.176661742,0.001007321,554.8004074,36.65317113,145.2171019,1.163761306,2.081880653,1201.081971,138.3324831,585.78,0.103874655,3.599,29.86470483,2.490799351,0.279838369,0.148278288,201,0,"gravelly loam",64.63296511,0.197775526,0,0,0,0,0,5.065,0,0.000339683,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",49.48373543,0,0.004852167,53.44961367,1.6,1.057475326,44.17894673,29.11349393,0,1.043083973,0,0.00906499,0.009727164,0.00835814,1,0,1.000000001,0.995730112,0.004269889,0,1,0,0,1163.86,13.28513951,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421",8272551,1.05008,0.001231689,282.2,26.69,151.8,3,1099.47,1110.41738,141.73251,219.69,205.69,0.01365,27.4357,1,1.58,0,"clay loam",80.68147345,1.202141211,2.404282421,0,0,29.12764404,1.079657672,0.000847284,373.0211691,26.82741264,144.9293678,3,3,1119.956068,141.2704514,406.37,0.040192027,20.448,35.767383,1.596171921,0.320962614,0.398074772,201,0,"clay loam",79.74933414,0.509122349,0,0,0,0,0,5.893,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",28.49561193,0,0,57.76032573,1.313253012,2.102969589,43.88505314,24.27014148,0,0.964670001,0,0.009114176,0.010412723,0.00773498,0.96099675,0,0.871212121,0.953604545,0.046395455,0,0.922244758,0,1001.32,9073.13,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422",8272553,1.15586,0.000613917,304.64,19.36,160.9,3,1049.45,1048.13,146.7,316.93,114.79,0.11131,37.2142,1,1.627100259,0.344636042,"clay loam",79.39902379,0.676294574,0.338147287,0,0,30.75,1.15586,0.000613917,304.64,19.36,160.9,3,2.91,1048.13,146.7,316.93,0.11131,37.214,35.67702426,1.627100259,0.325743934,0.480415076,184.45747,0.344636042,"clay loam",79.39902379,0.676294574,0,0,0,0,0,2.958,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",15.04956081,0.034666928,0.034666928,59.03843952,1.631034483,2.414586515,43.72817694,22.6789518,0,0.946653183,0.025860595,0.009131979,0.01057497,0.007600364,0.875838926,0,0.752276866,0.875838926,0.124161074,0,0.752276866,0,6086.12,6086.12,8.685877307,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423",8272555,1.04519,0.000590263,190.39,17.31,160.6,3,974,1040.479,146.7174,143.55,114.79,0.03122,131.854,1,1.599796649,0.053674783,"clay loam",80.7016734,0.64206561,1.284131221,0,0,31,1.04519,0.000590263,190.39,17.31,160.6,3,3.81,1040.479,146.7174,143.55,0.03122,131.854,34.15124589,1.599796649,0.278526856,0.562057257,198.4236104,0.053674783,"clay loam",80.7016734,0.64206561,0,0,0,0,0,1.56,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",10.38982037,0.183904927,0.183904927,59.43248054,1.517006803,0.962950718,43.75706225,21.70770243,0,0.932149974,0.055492886,0.009140335,0.010758577,0.007423973,0.832660126,0,0.93359375,0.832660127,0.167339873,0,0.93359375,0,3671.34,3671.34,8.356192324,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424",8272559,1.02939,0.002095144,92.8,18.09,158.2,3,845,927.10178,147.47748,65.54,49.05,0.03722,14.3149,1,1.812507365,1.520894708,"silty clay loam",61.24145299,4.768892779,0,0,0,31,1.099240538,0.001398694,149.5820701,20.76353646,156.9768134,3,3.974740945,926.9275808,147.4746142,144.23,0.040967051,57.903,29.88416363,1.653049818,0.164086,1.006402727,191.7800729,0.192081814,"very gravelly loam",74.03771914,1.806865866,0.602288622,0,0,0,0.670078926,1.659,8.61e-05,1.09e-05,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",7.33057098,0.034309322,0.004333105,60.073846,1.470588235,0.626094338,43.84760809,20.50468471,0,0.894594093,0.007097331,0.009152197,0.010957893,0.007238319,0.794871794,0,0.677083333,0.829019172,0.170980829,0,0.850591716,0,192.63,4167.12,6.874568925,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",8272561,1.17083,0.002208079,39.66,1.77,170.1,6,863.69,1087.00365,144.27731,44.93,28.21,0.00359,287.93,3,1.99,3,"silty clay loam",69.53194208,3.785803354,0.473225419,0,0,31.3615753,1.189534946,0.000769289,317.180643,25.73717167,174.3119352,2.902416056,2.884081515,1120.828099,143.108034,572.74,0.038765197,25.405,33.27714434,1.785466356,0.28374762,0.524829974,195.7281041,0.109831164,"clay loam",73.86864549,0.767972823,0.008827274,0,0,0,0.002044811,113.28,0.009233598,0.000253841,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",1.958437737,0.334924865,0.028334263,59.86560465,1.6875,1.011316295,44.00466793,21.79110462,0,0.949830171,0.58141516,0.009156092,0.010795048,0.007417857,0.201873935,0.160562181,0.206839493,0.915069573,0.081840067,0.003090361,0.808674153,0.006672414,9442.99,188785.92,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,0.779931451,NA,NA,NA,14.7,NA,NA
"1426",8272563,1.15908,0.00018228,32.91,6.9,167.3,6,948.05,951.97627,149.57551,17.06,15.8,0.00253,117.0066,3,1.99,3,"silty clay loam",71.7028843,0,0,0,0.077625296,35.48730285,1.165793285,0.000624257,75.10214425,9.130350147,193.0628308,7.044405997,3.727860086,958.2310681,149.9101592,193.56,0.011611328,222.799,33.64897026,1.889505449,0.301122506,0.987379249,110.4823419,1.885784544,"silty clay loam",72.0381381,1.016207123,0.130655202,0.043551734,0.014517245,0,0.410058708,68.884,0.003000384,0.00320811,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",27.33254615,0.365997316,0.200954607,59.22525145,1.3203125,0.319588006,44.29903737,23.28716212,0,1.019590861,0.175133069,0.009150626,0.010622721,0.007588167,0.395607997,0.531301213,0.25,0.5035188,0.334522919,0.161958281,0.364987395,0.19221943,3315.79,237218.02,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446",8272617,1.1321,0.001056461,153.56,23.52,220.8,5,1063.62,1003.31,149.9,157.4,78.48,0.03893,17.5807,1,1.63,0,"very gravelly loam",72.69906103,0,0,0,0,35.45,1.1321,0.001056461,153.56,23.52,220.8,5,5,1003.31,149.9,157.4,0.03893,17.581,29.5,1.63,0.15,1,201,0,"very gravelly loam",72.69906103,0,0,0,0,0,0,1.919,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",6.429125347,0,0,61.13667811,1.936507937,0.208226344,43.4784979,20.74561476,0,0.91270819,0,0.009190834,0.010843097,0.007438737,0.982629108,0,1,0.982629108,0.017370892,0,1,0,0,0,6.8186,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447",8272619,1.11158,0.000547354,118.65,15.81,199.5,7.24,1012.75,961.5856,149.3463,193.56,28.1,0.02394,62.5826,1,1.731562341,0.846352842,"very gravelly loam",75.44397719,1.821392123,1.108673466,0,0.056179578,35.16,1.11158,0.000547354,118.65,15.81,199.5,7.24,4.26,961.5856,149.3463,193.56,0.02394,62.583,31.19270568,1.731562341,0.212065875,1.028211761,160.3750636,0.846352842,"very gravelly loam",75.44397719,1.821392123,0.079190962,0,0,0,0.056179578,12.623,0.002562909,0.002562909,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",12.85407203,0.097815805,0.097815805,60.8272148,1.821670429,0.433706296,43.5607176,21.19805209,0,0.929923485,0.378135331,0.009190482,0.010844952,0.007436302,0.692444762,0.088667142,0.446246525,0.692444762,0.218888098,0.088667142,0.446246525,0.130676552,33852.45,33852.45,6.849745785,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448",8272625,1.26108,0.000638874,101.01,13.39,181.6,4.97,979.93,944.8991,148.7654,130.94,28.1,0.01455,71.1707,1,1.809058542,1.492154518,"very gravelly loam",76.85286458,1.175668537,0.452180206,0.090436041,0.5200281,33.8,1.26108,0.000638874,101.01,13.39,181.6,4.97,2.35,944.8991,148.7654,130.94,0.01455,71.171,32.48430904,1.809058542,0.259424665,1.049738484,129.3765831,1.492154518,"very gravelly loam",76.85286458,1.175668537,0.090436041,0.090436041,0,0,0.5200281,11.057,0.003902998,0.003902998,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",12.89930239,0.184047835,0.184047835,60.72120834,1.690095847,0.246957484,43.6222649,21.13909106,0,0.926699923,0.679699635,0.009183267,0.010841979,0.007424467,0.587565104,0.100748698,0.442321302,0.587565104,0.311686198,0.100748698,0.442321302,0.098726115,34358.58,34358.58,6.873511286,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449",8272631,1.09254,0.00106735,120.58,20.41,173.8,4,908.05,928.1015,147.5289,99.75,44.93,0.03,49.3502,1,1.700239533,0.585329439,"very gravelly loam",73.71616641,5.259932357,0,0,0,32.98,1.09254,0.00106735,120.58,20.41,173.8,4,2.67,928.1015,147.5289,99.75,0.03,49.35,30.67065888,1.700239533,0.192924159,1.019510981,172.9041869,0.585329439,"very gravelly loam",73.71616641,5.259932357,0,0,0,0,0,1.712,0.000485258,0.000485258,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",3.829018144,0.013665187,0.013665187,60.59693612,1.95035461,0.170137112,43.68334213,20.7454396,0,0.907961902,0.00338638,0.0091709,0.010875451,0.007363559,0.759347024,0,0.546666666,0.759347024,0.240652976,0,0.546666666,0,6029.85,6029.85,6.840140123,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450",8272633,1.08646,0.001337712,72.45,10.32,165.5,4.72,845,1094.03339,144.18835,49.05,44.93,0.00226,26.0695,3,1.97765528,2.897127335,"silty clay loam",64.92065073,0,0,0,0,31.2951873,1.192811199,0.000736854,325.6113877,26.28313267,174.4012494,2.825459887,2.904495238,1124.493704,143.0163559,572.74,0.040993307,19.975,33.27497534,1.78285004,0.283502222,0.505993609,198.7630394,0.046603345,"clay loam",73.95474952,0.639496867,0.00913567,0,0,0,0.00213429,109.46,0.003838189,7.69e-05,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",1.848698857,0.156159334,0.022644798,60.15613224,1.9,1.15472606,43.84529576,20.8323443,0,0.906764552,0.164551391,0.009156975,0.010902407,0.007306551,0.339309429,0,0.274151436,0.931272082,0.068629261,9.87e-05,0.859156101,0,7190.66,173313.08,6.925214286,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465",8272665,1.13071,0.000460726,30.92,6.51,196.4,2,1066.13,1130.29732,146.52479,17.65,16.39,0.00103,397.1617,5,1.829479946,3,"loam",74.87210885,0,0,0,0,34.55099215,1.190841373,0.000804846,396.9398118,29.27811456,210.303255,5.919211503,4.348130293,1158.645806,145.1192872,1083.21,0.063110918,16.932,33.45632283,1.750489861,0.301667299,0.428421854,179.7959519,0.185838432,"loam",69.19208851,0.420440413,0.013174051,0.003764014,0.000752803,0.000752803,0.633572295,2656.739,0.004299139,0.001312584,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",16.16821549,0.175497156,0.029538763,58.82668103,1.462962963,0.397683353,44.03401234,23.78462364,0,1.033053904,0.127626986,0.00918886,0.010857467,0.007421267,0.647619047,0.28537415,0.769894535,0.882245677,0.058803947,0.058950376,0.783541971,0.132292547,4284.68,3867394.02,14.88190435,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469",8272677,1.47549,0.000467281,27.96,6.59,184.8,2.57,1012.88,1130.03727,146.52937,16.23,14.46,0.00126,81.2377,5,1.861807455,3,"silty clay loam",72.96051838,0,0,0,0,34.55501001,1.191015075,0.000804172,396.361622,29.24124046,210.2668798,5.913632254,4.348681117,1158.600576,145.1215202,1083.21,0.063064596,17.011,33.46376164,1.750672165,0.301775565,0.429431857,179.6314884,0.189972906,"loam",69.19858996,0.419774265,0.013153177,0.003758051,0.00075161,0.00075161,0.631845309,2660.958,0.008187616,0.001323427,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",25.79517114,0.279038102,0.029927932,58.78325124,1.563829787,0.399259811,44.08022108,23.84704587,0,1.036765141,0.329816393,0.009185039,0.01083131,0.007440832,0.434297769,0.501506932,0.477024071,0.881471612,0.058812758,0.059715631,0.782786065,0.13319105,5581.24,3875110.14,13.28025034,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473",8272685,1.43989,0.000416441,53.57,12.7,178.1,2.96,1032.53,1129.40692,146.53747,14.46,12.77,0.00045,40.9106,5,2.035106803,1.774966365,"loam",68.6099024,0,0.225775592,0,0,34.56599834,1.191462384,0.000803428,394.6536597,29.17352335,210.1173754,5.896371031,4.349694099,1158.290442,145.1354619,1083.21,0.062854352,17.086,33.47005479,1.751418975,0.302083828,0.430999011,179.4241089,0.19589689,"loam",69.18775832,0.417958509,0.013084569,0.003738448,0.00074769,0.00074769,0.628045569,2674.907,0.002245462,0.001326767,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",33.17057802,0.11131668,0.030238804,58.85813902,1.585910653,0.401169799,44.24257681,24.10725382,0,1.059541106,0.137907807,0.009165081,0.010727167,0.007509445,0.757218381,0.210044734,0.501759014,0.881015528,0.058653408,0.060331063,0.781797088,0.134618945,7448.95,3885661.75,12.80243122,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,0.06,8.1,231.5,20.6,NA,NA
"1483",8272705,1,0.000448261,145.69,14.27,228.3,7,1050,999.7092,152.7798,107.46,107.46,0,13.663,1,2.07,0,"loam",65.66850829,0,0,0,0,37,1,0.000448261,145.69,14.27,228.3,7,4,999.7092,152.7798,107.46,0,13.663,34.5,2.07,0.32,0,201,0,"loam",65.66850829,0,0,0,0,0,0,0.326,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",11.45831697,0,0,60.14488502,1.36,2.63079222,43.73200349,22.14511562,0,0.966410279,0.000447534,0.009189954,0.010849514,0.007430929,0.983425414,0,1,0.983425414,0.016574586,0,1,0,0,0,6.9661,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484",8272707,1,0.000312314,159.14,15.97,213,5,1050,1003.31,149.9,125.96,115.37,0.06876,20.7062,1,1.63,0,"very gravelly loam",75.42,0,2.034396932,0,0,35,1,0.000312314,159.14,15.97,213,5,5,1003.31,149.9,125.96,0.06876,20.706,29.5,1.63,0.15,1,201,0,"very gravelly loam",75.42,0,0,0,0,0,0,0.493,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",6.253248718,0,0,60.89340809,1.357142857,0.40227216,43.54298051,21.10364393,0,0.92625496,0,0.00919061,0.010844708,0.007436776,0.930909091,0,1.000000001,0.930909091,0.069090909,0,1.000000001,0,256,256,6.8186,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485",8272709,1,0.00168022,116.44,13.17,208,11,1050,986.7,152.1,107.03,99.01,0.02823,22.8936,1,1.63,0,"very gravelly loam",77.37837838,0,5.914079543,0,0,36,1,0.00168022,116.44,13.17,208,11,5,986.7,152.1,107.03,0.02823,22.894,29.5,1.63,0.15,1,201,0,"very gravelly loam",77.37837838,0,0,0,0,0,0,0.169,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",2.90903962,0,0,60.46594704,2,1.080984448,43.65260595,21.70910548,0,0.949661094,0,0.009190231,0.01084748,0.007433403,1,0,0.999999999,1,0,0,0.999999999,0,0,0,6.8186,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487",8272713,1,0.000158376,391.68,27.85,151.9,3,1262.17,1144.833,141.1378,299.48,294.69,0.03397,16.1111,1,1.58,0,"clay loam",79.03323263,0,0,0,0,29.56,1,0.000158376,391.68,27.85,151.9,3,3,1144.833,141.1378,299.48,0.03397,16.111,35.7,1.58,0.32,0.4,201,0,"clay loam",79.03323263,0,0,0,0,0,0,0.891,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",10.49902691,0.018151173,0.018151173,56.3433894,1.909090909,2.454688172,43.83133682,26.73491661,0,1.006237827,0.002250911,0.009081382,0.00987938,0.008230655,0.999999999,0,0.999999999,0.999999999,0,0,0.999999999,0,0,0,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495",8272729,1.05695,0.001061915,30.42,4.82,209,2,1048.62,1130.88142,146.49428,18.76,17.65,0.00048,248.3475,5,1.82232979,3,"loam",74.34714045,0,0.467375175,0,0,34.52362866,1.189744734,0.000807069,398.8388932,29.37563281,210.3283471,5.941358891,4.339348911,1159.241144,145.0866228,1083.21,0.063275954,16.485,33.44141198,1.750112035,0.301344329,0.42659992,180.07458,0.177857926,"loam",69.18550416,0.42205559,0.013248382,0.003785252,0.00075705,0.00075705,0.635168332,2641.838,0.0110935,0.001283874,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",19.80479728,0.324059392,0.028581232,58.84046835,1.54,0.393808087,44.03103854,23.7686248,0,1.032287426,0.112175799,0.009188871,0.010857387,0.007421364,0.390664424,0.560134567,0.520561686,0.883685218,0.058845926,0.057468856,0.784939496,0.130632091,3273.89,3847286.59,15.23615608,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,8,222,19.375,1.5,NA
"1532",8273153,1.09166,0.001496764,26.02,8.99,164.2,6,947,951.88399,149.54968,15.8,14.4,0.00254,32.1691,3,1.99,3,"silty clay loam",71.24078624,0,0,0,0,35.47941928,1.164856979,0.000628882,74.84198028,9.12960621,192.909841,7.038870036,3.718701421,958.1974249,149.9082485,193.56,0.011496756,221.789,33.6587818,1.890038128,0.301487597,0.987976205,110.1988543,1.891690535,"silty clay loam",72.03391167,1.010820633,0.129962653,0.043320884,0.014440295,0,0.408132964,69.251,0.005704107,0.00322134,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",39.90371664,0.453240559,0.20229187,59.13655143,1,0.320329445,44.41440637,23.5362705,0,1.035383508,0.023134361,0.009142409,0.010538723,0.007659454,0.476658477,0.523341523,0.395604396,0.503376424,0.332749753,0.163873823,0.365288898,0.196277861,0,237218.02,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533",8273155,1.08472,0.000489323,460.1,40.99,140,2.68,1415,1228.89695,137.35487,302.83,265.54,0.03652,3.6795,2,2.397725413,0,"silt loam",78.71231101,0,0,0,0,29.45026004,1.161335616,0.0008557,527.0810687,37.92258518,143.690027,1.607572848,2.297932312,1209.223571,138.0463303,585.78,0.092647047,3.622,32.10082573,2.463556089,0.301242923,0.186482744,201,0,"gravelly loam",68.75406836,0.139885524,0,0,0,0,0,7.151,0,0.000240256,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",59.83331744,0,0.003431911,53.65011358,1.880952381,1.261269261,44.16569871,29.03754576,0,1.035730425,0,0.009067578,0.009717948,0.008373052,0.999999999,0,1.000000001,0.996979932,0.003020068,0,1,0,429.29,1593.15,8.373650809,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534",8273157,1.00367,0.00226066,323.39,50.87,139.1,3,1415,1237.76307,137.34451,265.54,259.06,0.02306,4.2826,2,2.42,0,"silt loam",78.35294118,0,0,0,0,28.46718115,1.15966728,0.00084719,505.8950401,40.54716509,137.8780268,1.958429525,2.268981764,1223.031991,137.8660936,585.78,0.085522696,3.159,32.59926534,2.5004387,0.30681695,0.187221819,201,0,"silt loam",71.3125394,0.511623497,0,0,0,0,0,9.776,0,0.000175745,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",87.37638809,0,0.002510405,53.05482949,1.666666667,1.466027912,44.33000008,29.23929786,0,1.030070712,0,0.00907815,0.009839478,0.008266416,1,0,1,0.989882083,0.010117915,0,0.983402489,0,0,3975.36,6.6503,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535",8273159,1.08707,0.000872008,447.96,37.38,141.1,3,1403.06,1264.258,136.1123,408.83,259.06,0.0609,3.5525,1,2.282307397,0,"silt loam",78.70623806,0,0,0,0,29,1.08707,0.000872008,447.96,37.38,141.1,3,3,1264.258,136.1123,408.83,0.0609,3.553,38.62628082,2.282307397,0.361804012,0.316391977,201,0,"silt loam",78.70623806,0,0,0,0,0,0,2.82,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",60.01048625,0,0,54.05259199,1.558718861,1.288548495,44.22281211,28.44015765,0,1.019249002,0,0.009080634,0.009903136,0.008204132,0.982176957,0,0.98537234,0.982176957,0.017823043,0,0.98537234,0,1866.66,1866.66,7.021348781,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536",8273161,1.27275,0.000659225,45.48,12.45,162,3.12,1005.9,957.68633,143.60589,14.4,12.77,0.00034,54.1332,4,2.305282802,0.722420979,"fine sandy loam",67.25565498,0.965950388,0.137992913,0,0,30.0246607,3.236740304,0.000645258,153.7652597,12.93205824,146.7498441,4.872825493,2.793220739,986.0399191,143.4454649,652.59,0.027365567,259.634,32.95494453,1.855106346,0.318875323,0.922752877,132.4506992,1.292449826,"silty clay loam",75.27574061,0.745038882,0.029491122,0.021730301,0.003104329,0,0.070466836,644.262,0.00506374,0.001375818,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",41.38219246,0.318122789,0.169600736,59.30792105,1.875,0.293825377,44.56366273,23.78735817,0,1.061493327,0.339558497,0.009124521,0.010395939,0.007772796,0.577181209,0.30288342,0.326162387,0.592019254,0.305357226,0.102623522,0.494676073,0.125728763,19640.64,2203192.15,11.65000658,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,0.08,8,545,18.2,9.4,NA
"1537",8273163,1.0873,0.000784097,387.95,26.85,143.8,3,1312.15,1121.524,141.1945,406.37,219.69,0.04705,19.2976,1,1.598830199,0,"clay loam",79.5961127,0.395206602,0,0,0,29.05,1.0873,0.000784097,387.95,26.85,143.8,3,3,1121.524,141.1945,406.37,0.04705,19.298,35.77845916,1.598830199,0.321120845,0.39775831,201,0,"clay loam",79.5961127,0.395206602,0,0,0,0,0,5.06,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",28.78300786,0,0,55.95630467,1.560636183,2.19623477,44.15087747,26.10828143,0,0.98199216,0,0.009101294,0.010303506,0.007823811,0.952389443,0,0.933333333,0.952389443,0.047610556,0,0.933333333,0,8071.81,8071.81,8.863157097,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538",8273165,1.1157,0.001298021,157.79,21.15,156.8,3,871.22,926.9024,147.4742,144.23,65.54,0.04185,64.2542,1,1.63,0,"very gravelly loam",75.88743781,1.378700617,0.689350308,0,0.767750577,31,1.1157,0.001298021,157.79,21.15,156.8,3,4,926.9024,147.4742,144.23,0.04185,64.254,29.5,1.63,0.15,1,201,0,"very gravelly loam",75.88743781,1.378700617,0.689350308,0,0,0,0.767750577,1.448,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",6.971498196,0,0,59.78310306,1.416666667,0.659377683,43.92049954,20.3724417,0,0.897557049,0.060604817,0.009144117,0.011018534,0.007157998,0.833955225,0,0.879310345,0.833955225,0.166044777,0,0.879310345,0,3974.49,3974.49,6.8186,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
